iter	Logloss
247	0.1755686869
248	0.1754117497
249	0.1751720488
250	0.1749791722
251	0.1748447282
252	0.1747212524
253	0.1745462909
254	0.1743607772
255	0.1741218432
256	0.173914174
257	0.1738048788
258	0.1736519872
259	0.1734460049
260	0.1731841427
261	0.1730159077
262	0.1728419853
263	0.1726881515
264	0.1724056568
265	0.1722318304
266	0.1721098
267	0.1718711216
268	0.1717522196
269	0.171526163
270	0.1713817635
271	0.1712458331
272	0.1710759186
273	0.1708928471
274	0.1707957793
275	0.170633124
276	0.1704192802
277	0.1702687325
278	0.1701755873
279	0.1700069362
280	0.1697517467
281	0.1695700524
282	0.1694768445
283	0.1693108798
284	0.169136422
285	0.1689771123
286	0.1687251192
287	0.1685895414
288	0.1685036908
289	0.1684013479
290	0.1682777738
291	0.1681295103
292	0.1679308123
293	0.1676900394
294	0.1675654644
295	0.1673432058
296	0.167144976
297	0.1669917812
298	0.1668410744
299	0.1666350814
300	0.1664551253
301	0.166340019
302	0.1660703294
303	0.1659499627
304	0.1657888076
305	0.1656783849
306	0.1655159083
307	0.1654146203
308	0.1653264578
309	0.1651129106
310	0.1649283876
311	0.1647206989
312	0.1646001763
313	0.1644527098
314	0.1643422452
315	0.1641201043
316	0.1639354231
317	0.1637392264
318	0.1635975408
319	0.1634644807
320	0.163267076
321	0.1631167252
322	0.1629589321
323	0.1628115271
324	0.1626685172
325	0.1625472888
326	0.1624217263
327	0.1622518892
328	0.1620868814
329	0.1619567045
330	0.1618250743
331	0.1616996988
332	0.1615560902
333	0.1614169962
334	0.1611878275
335	0.1610707948
336	0.1608893815
337	0.1607326508
338	0.1605785692
339	0.1604243872
340	0.1602585169
341	0.1601367518
342	0.1599701741
343	0.1598443509
344	0.159690237
345	0.1594855717
346	0.1593672833
347	0.1592748226
348	0.1591673303
349	0.1590741824
350	0.158980319
351	0.1587547005
352	0.1585922283
353	0.1584575043
354	0.1583427816
355	0.158140315
356	0.1579625462
357	0.1578415908
358	0.1577608656
359	0.1575975197
360	0.1575058147
361	0.1573424413
362	0.1571771296
363	0.1570735543
364	0.1569843972
365	0.156868078
366	0.1567162977
367	0.1565946994
368	0.1565030837
369	0.1563950598
370	0.1562378969
371	0.1560830902
372	0.1559298359
373	0.1558407513
374	0.1556833534
375	0.1556026157
376	0.1554709721
377	0.1553274766
378	0.1552222288
379	0.1551168308
380	0.1549549644
381	0.1547733667
382	0.1546583554
383	0.1545141216
384	0.1544194959
385	0.1542632139
386	0.1541690685
387	0.1540542306
388	0.1539154736
389	0.153800123
390	0.1536544281
391	0.1535721109
392	0.1534823857
393	0.1532738662
394	0.1531405884
395	0.1530462303
396	0.1529450802
397	0.152831217
398	0.1526910976
399	0.1525666302
400	0.1525176519
401	0.1524212731
402	0.1523547248
403	0.1522536141
404	0.1521102714
405	0.1520114434
406	0.1518885665
407	0.151689121
408	0.1516121068
409	0.151490027
410	0.1513620061
411	0.1512700151
412	0.1511792357
413	0.1510956466
414	0.1510168692
415	0.1508796811
416	0.1507572439
417	0.1506645367
418	0.1505456849
419	0.15041868
420	0.1502490724
421	0.1501300538
422	0.1500110441
423	0.1498994434
424	0.1498268781
425	0.1496951863
426	0.1496240565
427	0.1495598152
428	0.1493904348
429	0.1492664617
430	0.1491114202
431	0.1489757166
432	0.148828841
433	0.1486792313
434	0.1486329244
435	0.1485864538
436	0.1484828953
437	0.1484375716
438	0.1482901148
439	0.148213347
440	0.1481246812
441	0.1480086145
442	0.1478348061
443	0.1477208873
444	0.1476151877
445	0.1475001169
446	0.1473755049
447	0.147235337
448	0.1471682329
449	0.1470585825
450	0.1469747492
451	0.1468222843
452	0.1466830529
453	0.1466010341
454	0.1464710028
455	0.1464051615
456	0.1463207239
457	0.1462758112
458	0.1461065499
459	0.1459875147
460	0.1459097612
461	0.1457890076
462	0.1457256315
463	0.1456127101
464	0.1455432321
465	0.1454026026
466	0.1453237968
467	0.1452170692
468	0.1451766821
469	0.145104617
470	0.1449130243
471	0.144846938
472	0.1447450802
473	0.1446293507
474	0.1444285879
475	0.1443211707
476	0.1442050039
477	0.1440947309
478	0.144031107
479	0.143931824
480	0.1438474227
481	0.1436679842
482	0.1436171555
483	0.1434795908
484	0.1434199285
485	0.1433239467
486	0.1432216068
487	0.1431351184
488	0.1429997134
489	0.1429240119
490	0.1428016578
491	0.1427647193
492	0.1426869048
493	0.142618607
494	0.1424713393
495	0.1423441066
496	0.1422273782
497	0.1421484612
498	0.1420237952
499	0.1418971172
500	0.1417968831
501	0.141710226
502	0.141639447
503	0.1415191468
504	0.1413399566
505	0.1412337903
506	0.1411682825
507	0.1410680518
508	0.1409683724
509	0.1408926408
510	0.1408108643
511	0.140756569
512	0.140663684
513	0.1405774025
514	0.1404005556
515	0.140351365
516	0.1402755057
517	0.1401797872
518	0.1400709542
519	0.1399781993
520	0.1399002844
521	0.139790875
522	0.1397173174
523	0.1396279609
524	0.1395017344
525	0.1393246065
526	0.139259888
527	0.139155257
528	0.1390821209
529	0.1389868535
530	0.1388170841
531	0.1387019779
532	0.1386313913
533	0.1385433284
534	0.1384509068
535	0.1383990485
536	0.1383451392
537	0.1382406917
538	0.1381378056
539	0.1380295027
540	0.1379599094
541	0.1378636257
542	0.1377189755
543	0.1375708087
544	0.1374405813
545	0.1373875828
546	0.1372607664
547	0.1372112309
548	0.1371115213
549	0.1369881841
550	0.1369245905
551	0.1368399402
552	0.1368034137
553	0.1366639804
554	0.1364858923
555	0.1363434897
556	0.1363016225
557	0.1362227411
558	0.1360482023
559	0.135964818
560	0.1359079028
561	0.1358301401
562	0.1357439929
563	0.1356105131
564	0.1355424892
565	0.1354343035
566	0.135332079
567	0.135201437
568	0.1350258373
569	0.1349126981
570	0.134823839
571	0.1347327053
572	0.1346605866
573	0.1345741617
574	0.1344737332
575	0.1343955352
576	0.1343028389
577	0.134216549
578	0.1341201731
579	0.1339659486
580	0.1339201278
581	0.1338593117
582	0.1337191859
583	0.1335881746
584	0.1334758435
585	0.133413873
586	0.133312872
587	0.1331836445
588	0.1330890754
589	0.1330236838
590	0.1328808911
591	0.1328254958
592	0.1327071368
593	0.1326093761
594	0.1324787405
595	0.1323770816
596	0.1323087858
597	0.1322136144
598	0.132149742
599	0.1320212393
600	0.131937567
601	0.1318308389
602	0.1317786883
603	0.1317272996
604	0.1315983874
605	0.1315572444
606	0.131466321
607	0.1314085575
608	0.1313548175
609	0.1311843382
610	0.1310964134
611	0.1310440371
612	0.1309840179
613	0.1308726509
614	0.1307663522
615	0.1306747693
616	0.1306056364
617	0.1305428332
618	0.1304998789
619	0.1303847377
620	0.1303014102
621	0.1301929694
622	0.1301100224
623	0.1299671806
624	0.1299073625
625	0.1298244236
626	0.1297546991
627	0.1297114385
628	0.1296598638
629	0.1295196329
630	0.1294204915
631	0.1293500554
632	0.129302902
633	0.1292003385
634	0.1291450835
635	0.1289950624
636	0.1289409261
637	0.128881185
638	0.1287893618
639	0.1286985283
640	0.1286046406
641	0.1285639246
642	0.1285049263
643	0.1284223961
644	0.1283189401
645	0.1282374952
646	0.1281932006
647	0.1281342179
648	0.1280075311
649	0.1279596995
650	0.1278116283
651	0.1277001137
652	0.1276146707
653	0.1275765399
654	0.127449405
655	0.1273455293
656	0.1272447146
657	0.1271881676
658	0.1271012588
659	0.1269670754
660	0.1268502487
661	0.126725883
662	0.1266705654
663	0.1265824639
664	0.1264819765
665	0.1263880282
666	0.1263355513
667	0.1262950318
668	0.1262286382
669	0.1261258839
670	0.1260788368
671	0.1259854732
672	0.1258761441
673	0.1257982513
674	0.125715736
675	0.1256518148
676	0.1255716146
677	0.1255090647
678	0.1253782817
679	0.1253350631
680	0.1252119349
681	0.1251277437
682	0.1250842345
683	0.1249369749
684	0.1248346302
685	0.1247947526
686	0.1247057474
687	0.1246401193
688	0.1246026054
689	0.1245187347
690	0.1244413223
691	0.1244086873
692	0.1243349811
693	0.1242506647
694	0.1241638787
695	0.1240382869
696	0.1239865345
697	0.1239359415
698	0.1238843886
699	0.1237810114
700	0.1237219049
701	0.1236554525
702	0.1235547166
703	0.1234824729
704	0.1234275256
705	0.1233683929
706	0.1232812553
707	0.1231983739
708	0.1231360526
709	0.1230349027
710	0.1229636294
711	0.1228847539
712	0.122786179
713	0.1227442271
714	0.1227121936
715	0.1226184057
716	0.1225088792
717	0.1224168817
718	0.1223247588
719	0.1222108838
720	0.1221390656
721	0.122056791
722	0.1219894061
723	0.1219018565
724	0.1217904978
725	0.1217489608
726	0.1216972666
727	0.1216112382
728	0.1215228355
729	0.1214250508
730	0.1213726138
731	0.1212982826
732	0.1212182724
733	0.1211335229
734	0.1210640873
735	0.1209974041
736	0.1209236575
737	0.1208541722
738	0.1208160927
739	0.1207466342
740	0.1206813614
741	0.1206365113
742	0.1205861398
743	0.1205090855
744	0.1204426015
745	0.1203801115
746	0.1203122902
747	0.1201458752
748	0.120060721
749	0.1199786728
750	0.1199612918
751	0.1199115432
752	0.1198374144
753	0.1197687074
754	0.1196402166
755	0.1195650237
756	0.1194913827
757	0.1194031071
758	0.1193561046
759	0.1192747434
760	0.1191257408
761	0.1190782073
762	0.119025364
763	0.118921234
764	0.1188608414
765	0.1188396837
766	0.1187902716
767	0.1187148671
768	0.1186801401
769	0.1186242465
770	0.1185641987
771	0.1185093468
772	0.1184649323
773	0.1184206486
774	0.1183227892
775	0.1182300534
776	0.118158335
777	0.1180339834
778	0.1179908057
779	0.1179665131
780	0.1178893378
781	0.1178251311
782	0.1177497507
783	0.1176693477
784	0.1175828973
785	0.1174466792
786	0.1173621479
787	0.1172553069
788	0.1171658093
789	0.117141862
790	0.1170210455
791	0.116884616
792	0.1168248719
793	0.1167682546
794	0.1167218452
795	0.1165802613
796	0.1165478321
797	0.1164767913
798	0.1163538296
799	0.1163270132
800	0.1162154083
801	0.1161366662
802	0.1160554678
803	0.1160275844
804	0.115978904
805	0.1159645376
806	0.1159134056
807	0.1158731898
808	0.1157878249
809	0.1157187712
810	0.1156492073
811	0.1155653278
812	0.1154878809
813	0.1154399278
814	0.1153747746
815	0.1153060398
816	0.1152092426
817	0.1151610209
818	0.1150869278
819	0.1150143495
820	0.1148779906
821	0.114791063
822	0.1147119362
823	0.1146538252
824	0.114586497
825	0.1145216827
826	0.1144680927
827	0.1143806998
828	0.114288561
829	0.1141829237
830	0.1141525141
831	0.1141085855
832	0.1140264404
833	0.1139727965
834	0.1138738871
835	0.1137794895
836	0.1136766456
837	0.1136001036
838	0.1135279409
839	0.1134919628
840	0.1133976374
841	0.1133767474
842	0.1133159458
843	0.1132279194
844	0.1131838858
845	0.1131344021
846	0.1130160917
847	0.1129721576
848	0.1128770828
849	0.1128154787
850	0.112775836
851	0.1127273962
852	0.1126229951
853	0.1125816531
854	0.1125069841
855	0.112395028
856	0.1123193054
857	0.1122680694
858	0.1121991895
859	0.1120896654
860	0.1120771696
861	0.1119901828
862	0.1118870646
863	0.1117844137
864	0.1116834427
865	0.1116357524
866	0.1115774041
867	0.1115221532
868	0.1113957948
869	0.1113441107
870	0.1112847799
871	0.1112034854
872	0.1111619307
873	0.1111172439
874	0.1110657378
875	0.1110120103
876	0.1109643134
877	0.1109035467
878	0.1108389094
879	0.1107622836
880	0.1107126716
881	0.1106498002
882	0.1105903309
883	0.1105403191
884	0.1105043725
885	0.1103955926
886	0.1102998015
887	0.1102350716
888	0.1102033187
889	0.1101205021
890	0.1099864179
891	0.1099284449
892	0.1098877956
893	0.1097798026
894	0.1097257142
895	0.1096583265
896	0.1095800051
897	0.1095289323
898	0.1094227299
899	0.1093580825
900	0.1093153178
901	0.1092774117
902	0.1092321044
903	0.1091536835
904	0.109100059
905	0.1090422091
906	0.1089657403
907	0.1089091788
908	0.1088456644
909	0.1087979761
910	0.1087659159
911	0.1086574194
912	0.108585197
913	0.1085176247
914	0.1084530669
915	0.1084162664
916	0.1083391461
917	0.1082531006
918	0.1081940629
919	0.1080957037
920	0.1080371491
921	0.1079977196
922	0.1079605405
923	0.1079010913
924	0.1078618138
925	0.107803958
926	0.1077436538
927	0.1076372171
928	0.107606182
929	0.1075715751
930	0.1075280314
931	0.1074244958
932	0.1073794588
933	0.1072963525
934	0.1072248952
935	0.1071510123
936	0.1070750218
937	0.1070135752
938	0.1069417513
939	0.1069183706
940	0.1068557735
941	0.1068093329
942	0.1067805044
943	0.1067281471
944	0.1066605293
945	0.1065788701
946	0.106511243
947	0.106465265
948	0.1064051756
949	0.1063216346
950	0.1062616193
951	0.1062506072
952	0.1061735401
953	0.1060930148
954	0.1060264364
955	0.1059512938
956	0.105875046
957	0.1058527631
958	0.1057972839
959	0.1057392119
960	0.1056954365
961	0.1056220557
962	0.1055758112
963	0.1055329229
964	0.1054927147
965	0.1054270517
966	0.1053776832
967	0.1052950114
968	0.1051903533
969	0.1051482521
970	0.1051081794
971	0.1050603226
972	0.1049784538
973	0.1049256635
974	0.1048882973
975	0.1048503762
976	0.104820309
977	0.1047835961
978	0.1047283361
979	0.1046809689
980	0.1046470378
981	0.1045306242
982	0.1044864917
983	0.1044403423
984	0.1043910275
985	0.1043103344
986	0.104234737
987	0.1041816217
988	0.10410823
989	0.1040759623
990	0.1039806832
991	0.1039263488
992	0.1038866945
993	0.1037951661
994	0.1037067078
995	0.1036114695
996	0.103553211
997	0.1034797383
998	0.1034258309
999	0.1033789906
